Rd,Wbias,Wn1,Wn2,Bandwidth,DCPowerConsumption,VoltageGain
2000,1.35e-05,5.77e-06,5.24e-06,422600000,0.0005844,3.576
2000,1.35e-05,5.77e-06,5.77e-06,425200000,0.0005885,3.635
2000,1.35e-05,5.77e-06,6.29e-06,427200000,0.0005918,3.694
2000,1.35e-05,5.77e-06,6.82e-06,428800000,0.0005945,3.749
2000,1.35e-05,5.77e-06,7.35e-06,430100000,0.0005968,3.801
2000,1.35e-05,5.77e-06,7.88e-06,431100000,0.0005988,3.848
2000,1.35e-05,5.77e-06,8.41e-06,432000000,0.0006005,3.892
2000,1.35e-05,5.77e-06,8.94e-06,432700000,0.000602,3.931
2000,1.35e-05,5.77e-06,9.47e-06,433300000,0.0006033,3.968
2000,1.35e-05,5.77e-06,1e-05,433800000,0.0006044,4.001
2000,1.35e-05,6.29e-06,4e-06,426800000,0.0005808,1.228
2000,1.35e-05,6.29e-06,2.06e-06,385500000,0.0005017,1.683
2000,1.35e-05,6.29e-06,2.59e-06,397500000,0.0005397,1.814
2000,1.35e-05,6.29e-06,3.12e-06,410800000,0.000561,1.442
2000,1.35e-05,6.29e-06,3.65e-06,421300000,0.0005743,1.273
2000,1.35e-05,6.29e-06,4.18e-06,429200000,0.0005835,1.217
2000,1.35e-05,6.29e-06,4.71e-06,435300000,0.0005903,1.207
2000,1.35e-05,6.29e-06,5.24e-06,440000000,0.0005954,1.245
2000,1.35e-05,6.29e-06,5.77e-06,443900000,0.0005995,1.274
2000,1.35e-05,6.29e-06,6.29e-06,447000000,0.0006028,1.307
2000,1.35e-05,6.29e-06,6.82e-06,449600000,0.0006055,1.34
2000,1.35e-05,6.29e-06,7.35e-06,451800000,0.0006078,1.371
2000,1.35e-05,6.29e-06,7.88e-06,453600000,0.0006098,1.401
2000,1.35e-05,6.29e-06,8.41e-06,455100000,0.0006115,1.429
2000,1.35e-05,6.29e-06,8.94e-06,456400000,0.000613,1.455
2000,1.35e-05,6.29e-06,9.47e-06,457500000,0.0006143,1.479
2000,1.35e-05,6.29e-06,1e-05,458500000,0.0006155,1.501
2000,1.35e-05,6.82e-06,2.06e-06,388000000,0.0005118,0.4715
2000,1.35e-05,6.82e-06,2.59e-06,404000000,0.0005492,0.1065
2000,1e-05,5e-06,4e-06,385700000,0.0005277,9.153
2000,1e-05,5e-06,1.53e-06,379400000,0.0004011,1.335
2000,1e-05,5e-06,2.06e-06,380000000,0.0004529,4.966
2000,1e-05,5e-06,2.59e-06,381100000,0.000486,7.136
2000,1e-05,5e-06,3.12e-06,382700000,0.0005072,8.314
2000,1e-05,5e-06,3.65e-06,384600000,0.000521,8.916
2000,1e-05,5e-06,4.18e-06,386200000,0.0005305,9.245
2000,1e-05,5e-06,4.71e-06,387500000,0.0005373,9.456
2000,1e-05,5e-06,5.24e-06,388400000,0.0005424,9.61
2000,1e-05,5e-06,5.77e-06,389100000,0.0005464,9.728
2000,1e-05,5e-06,6.29e-06,389700000,0.0005495,9.822
2000,1e-05,5e-06,6.82e-06,390100000,0.0005521,9.897
2000,1e-05,5e-06,7.35e-06,390400000,0.0005542,9.958
2000,1e-05,5e-06,7.88e-06,390600000,0.0005561,10.01
2000,1e-05,5e-06,8.41e-06,390800000,0.0005576,10.05
2000,1e-05,5e-06,8.94e-06,391000000,0.000559,10.08
2000,1e-05,5e-06,9.47e-06,391200000,0.0005602,10.11
2000,1e-05,5e-06,1e-05,391300000,0.0005612,10.14
2000,1e-05,1e-06,4e-06,375400000,0.0001481,3.712
2000,1e-05,1e-06,1e-06,375600000,0.000137,2.242
2000,1e-05,1e-06,1.53e-06,375500000,0.0001418,3.067
2000,1e-05,1e-06,2.06e-06,375500000,0.0001442,3.359
2000,1e-05,1e-06,2.59e-06,375400000,0.0001457,3.512
2000,1e-05,1e-06,3.12e-06,375400000,0.0001468,3.608
2000,1e-05,1e-06,3.65e-06,375400000,0.0001478,3.676
2000,1e-05,1e-06,4.18e-06,375400000,0.0001483,3.727
2000,1e-05,1e-06,4.71e-06,375300000,0.0001489,3.767
2000,1e-05,1e-06,5.24e-06,375300000,0.0001494,3.8
2000,1e-05,1e-06,5.77e-06,375300000,0.0001499,3.827
2000,1e-05,1e-06,6.29e-06,375300000,0.0001503,3.85
2000,1e-05,1e-06,6.82e-06,375300000,0.0001506,3.87
2000,1e-05,1e-06,7.35e-06,375200000,0.0001509,3.888
2000,1e-05,1e-06,7.88e-06,375200000,0.0001512,3.904
2000,1e-05,1e-06,8.41e-06,375200000,0.0001515,3.918
2000,1e-05,1e-06,8.94e-06,375200000,0.0001517,3.93
2000,1e-05,1e-06,9.47e-06,375200000,0.000152,3.942
2000,1e-05,1e-06,1e-05,375100000,0.0001522,3.953
2000,1e-05,1.53e-06,4e-06,375500000,0.0002164,6.828
2000,1e-05,1.53e-06,1e-06,376100000,0.0001909,3.258
2000,1e-05,1.53e-06,1.53e-06,375800000,0.0002034,5.491
2000,1e-05,1.53e-06,2.06e-06,375700000,0.0002089,6.169
2000,1e-05,1.53e-06,2.59e-06,375600000,0.0002118,6.479
2000,1e-05,1.53e-06,3.12e-06,375600000,0.0002139,6.655
2000,1e-05,1.53e-06,3.65e-06,375500000,0.0002155,6.77
2000,1e-05,1.53e-06,4.18e-06,375500000,0.0002168,6.853
2000,1e-05,1.53e-06,4.71e-06,375500000,0.0002179,6.915
2000,1e-05,1.53e-06,5.24e-06,375400000,0.0002188,6.965
2000,1e-05,1.53e-06,5.77e-06,375400000,0.0002196,7.005
2000,1e-05,1.53e-06,6.29e-06,375400000,0.0002201,7.038
2000,1e-05,1.53e-06,6.82e-06,375400000,0.0002207,7.067
2000,1e-05,1.53e-06,7.35e-06,375300000,0.0002212,7.092
2000,1e-05,1.53e-06,7.88e-06,375300000,0.0002217,7.113
2000,1e-05,1.53e-06,8.41e-06,375300000,0.0002221,7.132
2000,1e-05,1.53e-06,8.94e-06,375300000,0.0002225,7.15
2000,1e-05,1.53e-06,9.47e-06,375300000,0.0002229,7.165
2000,1e-05,1.53e-06,1e-05,375200000,0.0002232,7.179
2000,1e-05,2.06e-06,4e-06,375600000,0.0002788,8.805
2000,1e-05,2.06e-06,1e-06,376700000,0.0002305,2.294
2000,1e-05,2.06e-06,1.53e-06,376200000,0.0002554,6.243
2000,1e-05,2.06e-06,2.06e-06,376000000,0.0002657,7.624
2000,1e-05,2.06e-06,2.59e-06,375800000,0.0002714,8.211
2000,1e-05,2.06e-06,3.12e-06,375700000,0.0002748,8.523
2000,1e-05,2.06e-06,3.65e-06,375700000,0.0002774,8.714
2000,1e-05,2.06e-06,4.18e-06,375600000,0.0002794,8.844
2000,1e-05,2.06e-06,4.71e-06,375600000,0.000281,8.938
2000,1e-05,2.06e-06,5.24e-06,375600000,0.0002823,9.011
2000,1e-05,2.06e-06,5.77e-06,375500000,0.0002834,9.068
2000,1e-05,2.06e-06,6.29e-06,375500000,0.0002844,9.115
2000,1e-05,2.06e-06,6.82e-06,375500000,0.0002853,9.154
2000,1e-05,2.06e-06,7.35e-06,375500000,0.0002861,9.188
2000,1e-05,2.06e-06,7.88e-06,375400000,0.0002867,9.217
2000,1e-05,2.06e-06,8.41e-06,375400000,0.0002873,9.242
2000,1e-05,2.06e-06,8.94e-06,375400000,0.0002879,9.265
2000,1e-05,2.06e-06,9.47e-06,375400000,0.0002884,9.285
2000,1e-05,2.06e-06,1e-05,375300000,0.0002889,9.303
2000,1e-05,2.59e-06,4e-06,375800000,0.0003358,10.14
2000,1e-05,2.59e-06,1e-06,377300000,0.0002584,0.8181
2000,1e-05,2.59e-06,1.53e-06,376800000,0.0002975,5.896
2000,1e-05,2.59e-06,2.06e-06,376400000,0.0003151,8.143
2000,1e-05,2.59e-06,2.59e-06,376100000,0.0003243,9.16
2000,1e-05,2.59e-06,3.12e-06,376000000,0.0003299,9.687
2000,1e-05,2.59e-06,3.65e-06,375900000,0.0003338,9.995
2000,1e-05,2.59e-06,4.18e-06,375800000,0.0003367,10.2
2000,1e-05,2.59e-06,4.71e-06,375800000,0.000339,10.34
2000,1e-05,2.59e-06,5.24e-06,375700000,0.0003409,10.44
2000,1e-05,2.59e-06,5.77e-06,375700000,0.0003424,10.52
2000,1e-05,2.59e-06,6.29e-06,375600000,0.0003438,10.59
2000,1e-05,2.59e-06,6.82e-06,375600000,0.000345,10.64
2000,1e-05,2.59e-06,7.35e-06,375600000,0.000346,10.69
2000,1e-05,2.59e-06,7.88e-06,375500000,0.000347,10.72
2000,1e-05,2.59e-06,8.41e-06,375500000,0.0003479,10.76
2000,1e-05,2.59e-06,8.94e-06,375500000,0.0003487,10.79
2000,1e-05,2.59e-06,9.47e-06,375500000,0.0003494,10.81
2000,1e-05,2.59e-06,1e-05,375400000,0.0003499,10.84
2000,1e-05,3.12e-06,4e-06,376100000,0.0003879,11.01
2000,1e-05,3.12e-06,1.53e-06,377500000,0.0003306,5.002
2000,1e-05,3.12e-06,2.06e-06,377000000,0.0003567,7.968
2000,1e-05,3.12e-06,2.59e-06,376600000,0.0003708,9.497
2000,1e-05,3.12e-06,3.12e-06,376400000,0.0003794,10.31
2000,1e-05,3.12e-06,3.65e-06,376200000,0.000385,10.8
2000,1e-05,3.12e-06,4.18e-06,376100000,0.0003891,11.1
2000,1e-05,3.12e-06,4.71e-06,376000000,0.0003923,11.31
2000,1e-05,3.12e-06,5.24e-06,375900000,0.0003948,11.46
2000,1e-05,3.12e-06,5.77e-06,375900000,0.000397,11.57
2000,1e-05,3.12e-06,6.29e-06,375800000,0.0003987,11.66
2000,1e-05,3.12e-06,6.82e-06,375800000,0.0004003,11.74
2000,1e-05,3.12e-06,7.35e-06,375700000,0.0004017,11.8
2000,1e-05,3.12e-06,7.88e-06,375700000,0.0004029,11.85
2000,1e-05,3.12e-06,8.41e-06,375700000,0.000404,11.89
2000,1e-05,3.12e-06,8.94e-06,375700000,0.0004049,11.93
2000,1e-05,3.12e-06,9.47e-06,375600000,0.0004059,11.96
2000,1e-05,3.12e-06,1e-05,375600000,0.0004067,11.99
2000,1e-05,3.65e-06,4e-06,376600000,0.000435,11.49
2000,1e-05,3.65e-06,1.53e-06,378100000,0.0003564,3.948
2000,1e-05,3.65e-06,2.06e-06,377700000,0.000391,7.353
2000,1e-05,3.65e-06,2.59e-06,377300000,0.0004108,9.336
2000,1e-05,3.65e-06,3.12e-06,376900000,0.000423,10.48
2000,1e-05,3.65e-06,3.65e-06,376700000,0.000431,11.18
2000,1e-05,3.65e-06,4.18e-06,376500000,0.0004368,11.61
2000,1e-05,3.65e-06,4.71e-06,376400000,0.000441,11.91
2000,1e-05,3.65e-06,5.24e-06,376300000,0.0004444,12.13
2000,1e-05,3.65e-06,5.77e-06,376300000,0.0004471,12.28
2000,1e-05,3.65e-06,6.29e-06,376200000,0.0004495,12.4
2000,1e-05,3.65e-06,6.82e-06,376100000,0.0004514,12.5
2000,1e-05,3.65e-06,7.35e-06,376100000,0.0004531,12.58
2000,1e-05,3.65e-06,7.88e-06,376100000,0.0004547,12.64
2000,1e-05,3.65e-06,8.41e-06,376000000,0.000456,12.69
2000,1e-05,3.65e-06,8.94e-06,376000000,0.0004572,12.74
2000,1e-05,3.65e-06,9.47e-06,376000000,0.0004583,12.78
2000,1e-05,3.65e-06,1e-05,376000000,0.0004593,12.81
2000,1e-05,4.18e-06,4e-06,377800000,0.0004769,11.44
2000,1e-05,4.18e-06,1.53e-06,378600000,0.0003768,2.885
2000,1e-05,4.18e-06,2.06e-06,378500000,0.0004191,6.492
2000,1e-05,4.18e-06,2.59e-06,378300000,0.0004448,8.744
2000,1e-05,4.18e-06,3.12e-06,378000000,0.0004609,10.15
2000,1e-05,4.18e-06,3.65e-06,377800000,0.0004716,11.04
2000,1e-05,4.18e-06,4.18e-06,377700000,0.0004791,11.61
2000,1e-05,4.18e-06,4.71e-06,377700000,0.0004847,11.98
2000,1e-05,4.18e-06,5.24e-06,377700000,0.0004891,12.24
2000,1e-05,4.18e-06,5.77e-06,377700000,0.0004925,12.42
2000,1e-05,4.18e-06,6.29e-06,377700000,0.0004954,12.55
2000,1e-05,4.18e-06,6.82e-06,377800000,0.0004978,12.63
2000,1e-05,4.18e-06,7.35e-06,377800000,0.0004998,12.7
2000,1e-05,4.18e-06,7.88e-06,377900000,0.0005016,12.74
2000,1e-05,4.18e-06,8.41e-06,378000000,0.0005031,12.77
2000,1e-05,4.18e-06,8.94e-06,378100000,0.0005045,12.79
2000,1e-05,4.18e-06,9.47e-06,378200000,0.0005057,12.8
2000,1e-05,4.18e-06,1e-05,378300000,0.0005069,12.8
2000,1e-05,4.71e-06,4e-06,381500000,0.0005121,10.35
2000,1e-05,4.71e-06,1.53e-06,379100000,0.0003933,1.871
2000,1e-05,4.71e-06,2.06e-06,379400000,0.0004421,5.528
2000,1e-05,4.71e-06,2.59e-06,379800000,0.0004728,7.808
2000,1e-05,4.71e-06,3.12e-06,380400000,0.0004925,9.194
2000,1e-05,4.71e-06,3.65e-06,381100000,0.0005057,10.01
2000,1e-05,4.71e-06,4.18e-06,381800000,0.0005148,10.48
2000,1e-05,4.71e-06,4.71e-06,382400000,0.0005214,10.77
2000,1e-05,4.71e-06,5.24e-06,383000000,0.0005264,10.95
2000,1e-05,4.71e-06,5.77e-06,383500000,0.0005301,11.08
2000,1e-05,4.71e-06,6.29e-06,383900000,0.0005332,11.16
2000,1e-05,4.71e-06,6.82e-06,384200000,0.0005357,11.21
2000,1e-05,4.71e-06,7.35e-06,384500000,0.0005379,11.25
2000,1e-05,4.71e-06,7.88e-06,384800000,0.0005397,11.28
